序号,单词,exchange,音标,中文意思,
1409,fire,,/ˈfaɪə(r)/,n.火；火炉；火灾vi.开火，开（枪，炮等），射击,
1410,fireplace,,/ˈfaɪəpleɪs/,n.壁炉,
1411,firewood,,/'faɪrwʊd/,n.木柴,
1412,firework,,/ˈfaɪəwɜːk/,n.焰火,
1413,firm,,/fɜːm/,n.公司;企业a.坚固的，坚定的,
1414,firmly,,/ˈfɜːmlɪ/,ad.牢牢地,
1415,first,,/fɜːst/,num.第一a.&ad.第一；首次；最初n.开始；开端,
1416,fish,,/fɪʃ/,n.鱼；鱼肉vi.钓鱼；捕鱼,
1417,fisherman,,/ˈfɪʃəmən/,n.渔民；钓鱼健身者,
1418,fist,,/fɪst/,n.拳(头),
1419,fit,,/fɪt/,a.健康的，适合的v.（使）适合，安装,
1420,fittingroom,,/ˈfɪtɪŋ-rʊm/,]试衣间,
1421,five,,/faɪv/,num.五,
1422,fix,,/fɪks/,vt.修理；安装；确定，决定,
1423,flag,,/flæɡ/,n.旗；标志；旗舰,
1424,flame,,/fleɪm/,n.火焰，光辉,
1425,flaming,,/ˈfleɪmɪŋ/,a.火红的；火焰般的,
1426,flash,,/flæʃ/,n.闪；闪光；转瞬间,
1427,flashlight,,/flæʃ/,n.手电,
1428,flat,,/flæt/,a.平的n.楼中一套房间；公寓(常用复数),
1429,flee,(fled，fled),/fliː/,v.逃走；逃跑,
1430,flexible,,/'fleksəbl/,a.灵活的，可变动的,
1431,flesh,,/fleʃ/,n.肉,
1432,flight,,/flaɪt/,n.航班n.楼梯的一段,
1433,float,,/fləʊt/,vi.漂浮，浮动,
1434,flood,,/flʌd/,n.洪水vt.淹没，使泛滥,
1435,floor,,/flɔː(r)/,n.地面，地板.（楼房的）层,
1436,flour,,/ˈflaʊə(r)/,n.面粉，粉,
1437,flow,,/fləʊ/,vi.流动,
1438,flower,,/ˈflaʊə(r)/,n.花,
1439,flu,,/fluː/,n.流行性感冒,
1440,fluency,,/'flʊənsi/,n.（外语）流利，流畅,
1441,fluent,,/ˈfluːənt/,a.（外语）流利的，流畅,
1442,fly,,/ˈfluːənt/,n.飞行；苍蝇,
1443,fly,(flew，flown),/flaɪ/,vi.（鸟、飞机）飞；（人乘飞机）飞行；（旗子等）飘动vt.空运（乘客，货物等）；放（风筝、飞机模型等）,
1444,focus,,/ˈfəʊkəs/,v./n.集中（注意力，精力）于，焦点，中心点,
1445,fog,,/fɔɡ/,n.雾,
1446,foggy,,/ˈfɔɡɪ/,a.多雾的,
1447,fold,,/fəʊld/,vt.折叠；合拢,
1448,folk,,/fəʊk/,a.民间的,
1449,follow,,/ˈfɔləʊ/,vt.跟随；仿效；跟得上,
1450,following,,/ˈfɔləʊwɪŋ/,a.接着的；以下的,
1451,fond,,/fɔnd/,a.喜爱的，爱好的,
1452,food,,/fɔnd/,n.食物，食品,
1453,fool,,/fuːl/,n.傻子，蠢人,
1454,foolish,,/ˈfuːlɪʃ/,a.愚蠢的，傻的,
1455,foot,(复feet),/fʊt/,n.足，脚；英尺,
1456,football,,/ˈfʊtbɔːl/,n.（英式）足球；（美式）橄榄球,
1457,for,,/fə(r)，fɔː(r)/,prep.为了…；向…，往…；与…交换；防备…；适合…；因为…；在…期间；对于…；对…来说conj.因为，由于,
1458,forbid,(forbade，forbidden),/fəˈbɪd/,vt.禁止，不许,
1459,force,,/fɔːs/,vt.强迫，迫使,
1460,forecast,,/ˈfɔːkɑːst;(US)ˈfɔrkæst/,n.&vt.预告,
1461,forehead,,/ˈfɔrɪd;(US)ˈfɔːrɪd/,n.前额,
1462,foreign,,/ˈfɔrən;(US)ˈfɔːrɪn/,a.外国的,
1463,foreigner,,/ˈfɔrənə(r)/,n.外国人,
1464,foresee,(foresaw，foreseen),/fɔːˈsiː/,vt.预见.预知,
1465,forest,,/ˈfɔrɪst;(US)ˈfɔːrɪst/,n.森林,
1466,forever,,/fəˈrevə(r)/,ad.永远；永恒的,
1467,forget,(forgot，forgotten),/fəˈrevə(r)/,v.忘记；忘掉,
1468,forgetful,,/fəˈɡetfʊl/,a.健忘的，不留心的,
1469,forgive,(forgave，forgiven),/fəˈɡɪv/,vt.原谅，宽恕,
1470,fork,,/fɔːk/,n.叉，餐叉,
1471,form,,/fɔːm/,n.表格；形式；结构,
1472,format,,/ˈfɔːmæt/,n.安排，计划，设计,
1473,former,,/ˈfɔːmə(r)/,a.以前的，从前的；（两者之中的）前者,
1474,fortnight,,/ˈfɔːtnaɪt/,n.十四日，两星期,
1475,fortunate,,/ˈfɔːtʃənət/,a.幸运的；侥幸的,
1476,fortune,,/ˈfɔːtjuːn，ˈfɔːtʃuːn/,n.财产；运气,
1477,forty,,/ˈfɔːtɪ/,num.四十,
1478,forward,,/ˈfɔːwəd/,ad.将来.今后.向前，前进,
1479,found,,/faʊnd/,vt.成立，建立,
1480,founding,,/'faʊndɪŋ/,n.成立，建立,
1481,fountain,,/ˈfaʊntɪn;(US)ˈfaʊntn/,n.喷泉,
1482,four,,/fɔː(r)/,num.四,
1483,fourteen,,/ˈfɔːˈtiːn/,num.十四,
1484,fourth,,/ˈfɔːˈtiːn/,num.第四,
1485,fox,,/fɔks/,n.狐狸,
1486,franc,,/fræŋk/,n.法郎,
1487,France*,,/fræns/,n.法国,
1488,fragile,,/ˈfrædʒaɪl;(US)ˈfrædʒl/,a.易碎的，易损的,
1489,fragrant,,/ˈfreɪɡrənt/,a.香的，芳香的,
1490,framework,,/ˈfreɪmwɜːk/,n.（建筑物）框架，结构,
1491,free,,/friː/,a.自由，空闲的；免费的,
1492,freedom,,/ˈfriːdəm/,n.自由,
1493,freeway,,/ˈfriːweɪ/,n.高速公路,
1494,freeze,(froze，frozen),/friːz/,vi.结冰,
1495,freezing,,/'friːzɪŋ/,a.冻结的；极冷的,
1496,French,,/frentʃ/,n.法语a法国的；法国人的；法语的,
1497,Frenchman,,/ˈfrentʃmən/,(复Frenchmen)n.法国人（男）,
1498,frequent,,/ˈfriːkwənt/,a.经常的；频繁的,
1499,fresh,,/freʃ/,a.新鲜的,
1500,Friday,,/ˈfraɪdɪ/,n.星期五,
1501,friction,,/ˈfrɪkʃ(ə)n/,n.摩擦,
1502,fridge,refrigerator,/rɪˈfrɪdʒəreɪtə(r)/,n.冰箱,
1503,fried,,/fraɪd/,a.油煎的,
1504,friend,,/frend/,n.朋友,
1505,friendly,,/ˈfrendlɪ/,a.友好的,
1506,friendship,,/ˈfrendʃɪp/,n.友谊，友情,
1507,fright,,/fraɪt/,n.惊恐；恐吓,
1508,frighten,,/ˈfraɪt(ə)n/,vt.使惊恐，吓唬,
1509,frog,,/frɔɡ;(US)frɔːɡ/,n.青蛙,
1510,from,,/frəm，frɔm/,prep.从；从…起.距.来自,
1511,front,,/frʌnt/,a.前面的；前部的n.前面；前部；前线,
1512,frontier,,/ˈfrʌntɪə(r);(US)frʌnˈtɪər/,n.前沿，边界；前线,
1513,frost,,/frɔst;(US)frɔːst/,n.霜,
1514,fruit,,/fruːt/,n.水果；果实,
1515,fruitjuice,,/fruːtdʒuːs/,n.果汁,
1516,fry,,/fraɪ/,vt.用油煎；用油炸,
1517,fuel,,/fjuːəl/,n.燃料,
1518,full,,/fʊl/,a.满的，充满的；完全的,
1519,fun,,/fʌn/,n.有趣的事，娱乐，玩笑,
1520,function,,/'fʌŋkʃən/,n./v.作用，功能，运转,
1521,fundamental,,/fʌndəˈment(ə)l/,a.十分重大的，根本的,
1522,funeral,,/ˈfjuːˈnər(ə)l/,n.葬礼,
1523,funny,,/ˈfʌnɪ/,a.有趣的，滑稽可笑的,
1524,fur,,/fɜː(r)/,n.毛皮；皮子,
1525,furnished,,/'fɜːnɪʃt/,a.配备了家具的,
1526,furniture,,/ˈfɜːnɪtʃə(r)/,n.（总称）家具,
1527,future,,/ˈfjuːtʃə(r)/,n.将来,
1528,gain,,/ɡeɪn/,vt.赢得；挣得,
1529,gale,,/ɡeɪl/,n.强风（约每小时60英里）,
1530,gallery,,/ˈɡælərɪ/,n.画廊；美术品陈列室,
1531,gallon,,/ˈɡælən/,n.加仑,
1532,game,,/ɡeɪm/,n.游戏；运动；比赛,
1533,garage,,/ˈɡærɑːʒ，-rɪdʒ;(US)ɡəˈrɑːʒ/,n.汽车间（库）,
1534,garbage,,/ˈɡɑːbɪdʒ/,n.垃圾,
1535,garden,,/ˈɡɑːd(ə)n/,n.花园，果园，菜园,
1536,gardening,,/ˈɡɑːdnɪŋ/,n.园艺学,
1537,garlic,,/ˈɡɑːlɪk/,n.大蒜,
1538,garment,,/ˈɡɑːmənt/,n.（一件）衣服,
1539,gas,,/ɡæs/,n.煤气,
1540,gate,,/ɡeɪt/,n.大门,
1541,gather,,/ˈɡæðə(r)/,v.聚集；采集,
1542,gay,,/ɡeɪ/,a.（男）同性恋的；快活的，愉快的,
1543,general,,/ˈdʒenər(ə)l/,a.大体，笼统的，总的,
1544,generation,,/dʒenəˈreɪʃ(ə)n/,n.代，一代,
1545,generous,,/ˈdʒenərəs/,a.慷慨大方的,
1546,gentle,,/ˈdʒent(ə)l/,a.温柔的，轻轻的,
1547,gentleman,,/ˈdʒent(ə)lmən/,n.绅士，先生；有身份、有教养的人,
1548,geography,,/dʒɪˈɔɡrəfɪ/,n.地理学,
1549,geometry,,/dʒɪ'ɑmɪtrɪ/,n.几何学,
1550,German,,/ˈdʒɜːmən/,a.德国的，德国人的，德语的n.德国人，德语,
1551,Germany,,/ˈdʒɜːmənɪ/,*n.德国,
1552,gesture,,/ˈdʒestʃə(r)/,n.姿势，手势,
1553,get,(got，got),/ɡet/,vt.成为；得到；具有；到达,
1554,get--together,,/ɡet-təˈɡeðə(r)/,n.聚会,
1555,gift,,/ɡɪft/,n.赠品；礼物,
1556,gifted,,/ˈɡɪftɪd/,a.有天赋的；有才华的,
1557,giraffe,,/dʒɪˈrɑːf;(US)dʒəˈræf/,n.长颈鹿,
1558,girl,,/ɡɜːl/,n.女孩,
1559,give(gave，given),,/ɡɪv/,vt.给，递给，付出，给予,
1560,glad,,/ɡlæd/,a.高兴的；乐意的,
1561,glance,,/glæns/glɑːns/,vi.匆匆一看；一瞥,
1562,glare,,/ɡleə(r)/,v.瞪眼，怒目而视，闪耀,
1563,glass,,/ɡlɑːs;(US)ɡlæs/,n.玻璃杯，玻璃；(复)眼镜,
1564,glasshouse,,/ˈɡlɑːshaʊs/,n.温室，暖房,
1565,globe,,/ɡləʊb/,n.地球仪，地球,
1566,glory,,/ˈɡlɔːrɪ/,n.巨大的光荣;荣誉;赞美,
1567,glove,,/ɡlʌv/,n.手套,
1568,glue,,/ɡluː/,n.胶水,
1569,go,(went，gone),/ɡəʊ/,vi.去；走；驶；通到；到达n.尝试（做某事）,
1570,goal,,/ɡəʊl/,n.（足球）球门，目标,
1571,goat,,/ɡəʊt/,n.山羊,
1572,god,,/ɡɔd/,n.神，（大写）上帝,
1573,gold,,/ɡəʊld/,n.黄金a金的，黄金的,
1574,golden,,/ˈɡəʊld(ə)n/,a.金(黄)色的,
1575,goldfish,,/ˈɡəʊldfɪʃ/,n.金鱼,
1576,golf,,/ɡɔlf/,n.高尔夫球,
1577,good,(better，best),/ɡʊd/,a.好；良好,
1578,good-bye,,/ɡʊd-baɪ/,int.再见；再会,
1579,goodness,,/ˈɡʊdnɪs/,n.善良，美德,
1580,goods,,/ɡʊd/,n.商品，货物,
1581,goose,(复geese),/ɡuːs/,n.鹅,
1582,govern,,/ˈɡʌv(ə)n/,v.统治；管理,
1583,government,,/ˈɡʌvənmənt/,n.政府,
1584,gown,,/ɡaʊn/,n.礼服，长外衣，睡衣,
1585,grade,,/ɡreɪd/,n.等级；（中小学的）学年；成绩，分数,
1586,gradually,,/ˈɡrædjʊəlɪ/,ad.逐渐地,
1587,graduate,,/ˈɡrædjʊət/,v.毕业,
1588,graduation,,/ɡrædjʊˈeɪʃ(ə)n/,n.毕业，毕业典礼,
1589,grain,,/ɡreɪn/,n.谷物，谷类,
1590,gram,,/ɡræm/,n.克(重量单位),
1591,grammar,,/ˈɡræmə(r)/,n.语法,
1592,grand,,/ɡrænd/,a.宏伟的,
1593,grandchild,,/'græntʃaɪld/,n.(外)孙或孙女.孙辈,
1594,granddaughter,,/ˈɡrændɔːtə(r)/,n.（外）孙女,
1595,grandma,grandmother,/ˈɡrænmɑː/,n.奶奶；外婆,
1596,grandpa,grandfather,/ˈɡrænpɑː/,n.爷爷，外公,
1597,grandparents,,/ˈɡrændpeərənt/,n.祖父母.外祖父母,
1598,grandson,,/ˈɡrændsʌn/,n.（外）孙子,
1599,granny,,/ˈɡrænɪ/,n.老奶奶；祖母；外婆,
1600,grape,,/ɡreɪp/,n.葡萄,
1601,graph,,/ɡrɑːf;(US)ɡræf/,n.图表，曲线图,
1602,grasp,,/ɡrɑːsp;(US)ɡræsp/,v.抓住；紧握,
1603,grass,,/ɡrɑːs;(US)ɡræs/,n.草；草场；牧草,
1604,grateful,,/ˈɡreɪtfʊl/,a.感激的，感谢的,
1605,gravity,,/ˈɡrævɪtɪ/,n.重力，地球引力,
1606,great,,/ɡreɪt/,a.伟大的，重要的，好极了ad.（口语）好极了，很好,
1607,Greece,,/ɡriːs/,*n.希腊,
1608,greedy,,/ˈɡriːdɪ/,a.贪婪的,
1609,Greek,,/ɡriːk/,a./n.希腊的，希腊人的，希腊语的;希腊人，希腊语,
1610,green,,/ɡriːn/,a.绿色的；青的n.绿色,
1611,greengrocer,,/ˈɡriːnɡrəʊsə(r)/,n.（英）蔬菜水果商,
1612,greet,,/ɡriːt/,vt.问候；向……致敬,
1613,greeting,,/ˈɡriːtɪŋ/,n.祝贺,
1614,grey/gray,,/ɡreɪ/,a.灰色的；灰白的,
1615,grill,,/ɡrɪl/,n.（烧食物的）烤架,
1616,grocer,,/ˈɡrəʊsə(r)/,n.零售商人；食品店,
1617,ground,,/ɡraʊnd/,n.地面,
1618,group,,/ɡruːp/,n.组，群,
1619,grow,(grew，grown),/ɡrəʊ/,v.生长；发育；种植；变成,
1620,growth,,/ɡrəʊθ/,n.生长，增长,
1621,gruel,,/ɡrʊəl/,n.粥,
1622,guarantee,,/ɡærənˈtiː/,v.保证，担保,
1623,guard,,/ɡɑːd/,n.防护装置，警戒,
1624,guess,,/ɡes/,vi.猜,
1625,guest,,/ɡest/,n.客人，宾客,
1626,guidance,,/ˈɡaɪdəns/,n.引导，指导,
1627,guide,,/ɡaɪd/,n.向导，导游者,
1628,guilty,,/ˈɡɪltɪ/,a.有罪，犯法的，做错事的,
1629,guitar,,/ɡɪˈtɑː(r)/,n.吉他，六弦琴,
1630,gun,,/ɡʌn/,n.枪，炮,
1631,gym,gymnasium,/dʒɪm/,n.体操；体育馆；健身房,
1632,gymnastics,,/dʒɪmˈnæstɪks/,n.体操,
1633,ha,,/hɑː/,int.哈(笑声),
1634,habit,,/ˈhæbɪt/,n.习惯，习性,
1635,hair,,/heə(r)/,n.头发,
1636,haircut,,/ˈheəkʌt/,n.（男子）理发,
1637,half,,/hɑːf;(US)hæf/,a.&n.半，一半，半个,
1638,hall,,/hɔːl/,n.大厅，会堂，礼堂;过道,
1639,ham,,/hæm/,n.火腿,
1640,hamburger,,/ˈhæmbɜːɡə(r)/,n.汉堡包,
1641,hammer,,/'hæmə(r)/,n.锤子，锣锤,
1642,hand,,/hænd/,n.手；指针v.递；给；交付交上；交进,
1643,handbag,,/ˈhændbæɡ/,n.女用皮包，手提包,
1644,handful,,/ˈhændfʊl/,n.(一)把；少数，少量,
1645,handkerchief,,/ˈhæŋkətʃɪf/,n.手帕,
1646,handle,,/ˈhænd(ə)l/,n.柄，把柄v.处理,
1647,handsome,,/ˈhænsəm/,a.英俊的,
1648,handtruck,,/'hændtrʌk/,n.手推运货车,
1649,handwriting,,/ˈhændraɪtɪŋ/,n.书法,
1650,handy,,/ˈhændɪ/,a.便利的，顺手的hang(hanged，hanged)v.处（人）绞刑；上吊,
1651,hang,(hung，hung),/hæŋ/,v.悬挂，吊着；把……吊起,
1652,happen,,/ˈhæpən/,vi.（偶然）发生,
1653,happily,,/'hæpɪlɪ/,ad.幸福地，快乐地,
1654,happiness,,/ˈhæpɪnɪs/,n.幸福，愉快,
1655,happy,,/ˈhæpɪ/,a.幸福；快乐的，高兴的,
1656,harbour,(美harbor),/'hɑːbə/,n.港口,
1657,hard,,/hɑːd/,ad.努力地；使劲；猛烈地a.硬的；困难的；艰难的,
1658,hardly,,/ˈhɑːdlɪ/,ad.几乎不,
1659,hardship,,/ˈhɑːdʃɪp/,n.困难,
1660,hardworking,,/'haːd'wɜːkɪŋ/,a.努力工作的,
1661,harm,,/hɑːm/,n.&v.伤害；损伤,
1662,harmful,,/ˈhɑːmfʊl/,a.有害的；致伤的,
1663,harmless,,/ˈhɑːmlɪs/,a.无害的;不致伤的,
1664,harmony,,/ˈhɑːmənɪ/,n.融洽，和睦,
1665,harvest,,/ˈhɑːvɪst/,n.&vt.收割，收获（物）,
1666,hat,,/hæt/,n.帽子(一般指有边的)；礼帽,
1667,hatch,,/hætʃ/,v.（鸟、鸡）孵蛋,
1668,hate,,/heɪt/,vt.&n.恨，讨厌,
1669,have,(has，had，had),/hæv/,vt.有；吃；喝；进行；经受,
1670,hawk,,/hɔːk/,n.鹰,
1671,hay,,/heɪ/,n.作饲料用的干草,
1672,he,,/heɪ/,pron.他,
1673,head,,/hed/,n.头；头脑(像)；才智；首脑；源头；标题a.头部的；主要的；首席的v.率领；加标题；用头顶；出发；(船等)驶向,
1674,headache,,/ˈhedeɪk/,n.头疼,
1675,headline,,/ˈhedlaɪn/,n.（报刊的）大字标题,
1676,headmaster,,/hedˈmɑːstə(r)/,n.（英）中小学校长,
1677,headmistress,,/'hed'mɪstrɪs/,n.女校长,
1678,health,,/helθ/,n.健康，卫生,
1679,healthy,,/ˈhelθɪ/,a.健康的，健壮的,
1680,heap,,/hiːp/,n.堆v.堆起来,
1681,hear,(heard，heard),/hɪə(r)/,v.听见；听说，得知,
1682,hearing,,/ˈhɪərɪŋ/,n.听力,
1683,heart,,/hɑːt/,n.心.心脏，纸牌中的红桃,
1684,heat,,/hiːt/,n.热vt.把……加热,
1685,heaven,,/ˈhev(ə)n/,n.天，天空,
1686,heavy,,/ˈhevɪ/,a.重的,
1687,heavily,,/ˈhevɪlɪ/,ad.重地，大量地,
1688,heel,,/hiːl/,n.脚后跟,
1689,height,,/haɪt/,n.高，高度,
1690,helicopter,,/ˈhelɪkɔptə(r)/,n.直升飞机,
1691,hello,,/həˈləʊ/,int.喂；你好（表示打招呼，问候或唤起注意）,
1692,helmet,,/'helmɪt/,n.头盔,
1693,help,,/help/,n.&vt.帮助，帮忙,
1694,helpful,,/ˈhelpfʊl/,a.有帮助的，有益的,
1695,hen,,/hen/,n.母鸡,
1696,her,,/hɜː(r)/,pron.她(宾格)，她的,
1697,herb,,/hɜːb;(US)ɜːrb/,n.草药,
1698,here,,/hɪə(r)/,ad.这里，在这里；向这里,
1699,hero,,/ˈhɪərəʊ/,n.英雄，勇士，男主角,
1700,heroine,,/ˈherəʊɪn/,n.女英雄，女主角,
1701,hers,,/hɜːz/,pron.她的,
1702,herself,,/hɜːˈself/,pron.她自己,
1703,hey,,/heɪ/,int.嘿！,
1704,hi,,/haɪ/,int.你好（表示打招呼、问候或唤起注意）,
1705,hibernate,,/ˈhaɪbəneɪt/,vi.冬眠,
1706,hibernation,,/haɪbə(r)'neɪʃn/,n.冬眠,
1707,hide,,/haɪd/,(hid，hidden)v.把…藏起来，隐藏,
1708,hideandseek,,/haɪd-ənd-siːk/,捉迷藏,
1709,high,,/haɪ/,a.高的;高度的ad.高地,
1710,highway,,/ˈhaɪweɪ/,n.公路，主要交通道路,
1711,hill,,/hɪl/,n.小山;丘陵;土堆;斜坡,
1712,hillside,,/ˈhɪlsaɪd/,n.（小山）山腰，山坡,
1713,hilly,,/ˈhɪlɪ/,a.丘陵的；多小山的,
1714,him,,/hɪm/,pron.他（宾格）,
1715,himself,,/hɪmˈself/,pron.他自己,
1716,hire,,/ˈhaɪə(r)/,vt.租用,
1717,his,,/hɪz/,pron.他的,
1718,history,,/ˈhɪstərɪ/,n.历史，历史学,
1719,hit,(hit，hit),/hɪt/,n.&vt.打，撞，击中,
1720,hive,,/haɪv/,n.蜂房；蜂箱,
1721,hobby,,/ˈhɔbɪ/,n.业余爱好，嗜好,
1722,hold,(held，held),/həʊld/,vt.拿；抱；握住；举行；进行,
1723,hole,,/həʊl/,n.洞，坑,
1724,holiday,,/ˈhɔlɪdɪ/,n.假日；假期,
1725,holy,,/ˈhəʊlɪ/,a.神圣的,
1726,home,,/həʊm/,n.家ad.到家；回家,
1727,homeland,,/ˈhəʊmlænd/,n.祖国,
1728,hometown,,/ˈhəʊmtaʊn/,n.故乡,
1729,homework,,/ˈhəʊmwɜːk/,n.家庭作业,
1730,honest,,/ˈɔnɪst/,a.诚实的，正直的,
1731,honey,,/ˈɔnɪst/,n.蜂蜜,
1732,HongKong,,/hɔŋkɔŋ/,*n.香港,
1733,honour,,/'ɔnə/,(美honor)n.荣誉，光荣vt.尊敬，给予荣誉,
1734,hook,,/hʊk/,n.&v.钩子；衔接，连接,
1735,hooray,,/hʊˈreɪ/,int.好哇！（欢呼声）,
1736,hope,,/həʊp/,n.&v.希望,
1737,hopeful,,/ˈhəʊpfʊl/,a.有希望的；有前途的,
1738,hopeless,,/'həʊplɪsli/,a.没有希望，不可救药的,
1739,horrible,,/ˈhɔrɪb(ə)l/,a.令人恐惧；恐怖的,
1740,horse,,/hɔːs/,n.马,
1741,hospital,,/ˈhɔspɪt(ə)l/,n.医院,
1742,host,,/həʊst/,n.主人；节目主持人v.做主人招待,
1743,hostess,,/ˈhəʊstɪs/,n.女主人,
1744,hot,,/hɔt，hɑt/,a.热的,
1745,hotdog,,/hɔt-dɔɡ/,n.热狗(红肠面包),
1746,hotel,,/həʊˈtel/,n.旅馆，饭店，宾馆,
1747,hour,,/ˈaʊə(r)/,n.小时,
1748,house,,/haʊs/,n.房子；住宅,
1749,housewife,,/ˈhaʊswaɪf/,n.家庭主妇,
1750,housework,,/ˈhaʊswɜːk/,n.家务劳动,
1751,how,,/haʊ/,ad.怎样，如何；多少；多么,
1752,however,,/haʊˈevə(r)/,ad.可是conj.然而，可是，尽管如此,
1753,howl,,/haʊl/,vi.嚎叫，嚎哭,
1754,hug,,/hʌɡ/,v.拥抱,
1755,huge,,/hjuːdʒ/,a.巨大的，庞大的,
1756,human,,/ˈhjuːmən/,a.人的，人类的,
1757,humanbeing,,/ˈhjuːmənˈbiːɪŋ/,人,
1758,humorous,,/ˈhjuːmərəs/,a.富于幽默的,
1759,humour,(美humor),/'hjuːmə/,n.幽默，幽默感,
1760,hundred,,/ˈhʌndrəd/,num.百,
1761,hunger,,/ˈhʌŋɡə(r)/,n.饥饿,
1762,hungry,,/ˈhʌŋɡrɪ/,a.（饥）饿的,
1763,hunt,,/hʌnt/,vt.寻找；狩猎，猎取,
1764,hunter,,/ˈhʌntə(r)/,n.猎人,
1765,hurricane,,/ˈhʌrɪkən/,n.飓风，十二级风,
1766,hurry,,/ˈhʌrɪ/,vi.赶快；急忙,
1767,hurt(hurt，hurt),,/hɜːt/,vt.伤害，受伤；伤人感情,
1768,husband,,/ˈhʌzbənd/,n.丈夫,
1769,hydrogen,,/ˈhaɪdrədʒ(ə)n/,n.氢,
1770,I,,/aɪ/,pron.我,
1771,ice,,/aɪs/,n.冰,
1772,ice--cream,,/aɪs-kriːm/,n.冰淇淋,
1773,Iceland,,/ˈaɪslənd/,*n.冰岛,
1774,idea,,/aɪˈdɪə/,n.主意，意见，打算，想法,
1775,identity,,/aɪˈdentɪtɪ/,n.身份，特征,
1776,identification,,/aɪdentɪfɪˈkeɪʃ(ə)n/,n.鉴定，辨别,
1777,idiom,,/ˈɪdɪəm/,n.习语，成语,
1778,if,,/ɪf/,conj.如果，假使，是否，是不是,
1779,ignore,,/ɪɡˈnɔː(r)/,v.忽视，对…不理会,
1780,ill,,/ɪl/,a.有病的；不健康的,
1781,illegal,,/ɪˈliːɡ(ə)l/,a.非法的,
1782,illness,,/ˈɪlnɪs/,n.疾病,
1783,imagine,,/ɪˈmædʒɪn/,vt.想像，设想,
1784,immediate,,/ɪˈmiːdɪət/,a.立即的，马上,
1785,immediately,,/ɪˈmiːdɪətlɪ/,ad.立即,
1786,immigration,,/ɪmɪ'greɪʃn/,n.移民,
1787,import,,/ɪmˈpɔːt/,v.&n.进口，输入,
1788,importance,,/ɪmˈpɔːt(ə)ns/,n.重要性,
1789,important,,/ɪmˈpɔːtənt/,a.重要的,
1790,impossible,,/ɪmˈpɔsɪb(ə)l/,a.不可能的,
1791,impress,,/ɪmˈpres/,vt.留下极深的印象,
1792,impression,,/ɪmˈpreʃ(ə)n/,n.印象，感觉,
1793,improve,,/ɪmˈpruːv/,vt.改进，更新,
1794,in,,/ɪn/,prep.在…里(内)；在…；以…ad.在家，在内，向内,
1795,inch,,/ɪntʃ/,n.英寸,
1796,incident,,/ˈɪnsɪd(ə)nt/,n.事件,
1797,include,,/ɪnˈkluːd/,vt.包含，包括,
1798,income,,/ˈɪnkʌm/,n.收入，所得,
1799,incorrect,,/ɪnkəˈrekt/,a.不正确的，错误的,
1800,increase,,/ɪnˈkriːs/,v.&n.增加，繁殖,
1801,indeed,,/ɪnˈdiːd/,a.确实；实在,
1802,independence,,/ɪndɪˈpendəns/,n.独立,
1803,independent,,/ɪndɪˈpendənt/,a.独立的，有主见的,
1804,India,,/ˈɪndɪə/,*n.印度,
1805,Indian,,/ˈɪndɪən/,a.（美洲）印地安人的；印度人的n.印地安人；印度人,
1806,Indicate,,/'ɪndɪkeɪt/,v.表明，象征，暗示,
1807,industry,,/ˈɪndəstrɪ/,n.工业，产业,
1808,influence,,/ˈɪnflʊəns/,n.&v.影响,
1809,inform,,/ɪnˈfɔːm/,vt.告诉；通知,
1810,information,,/ɪnfəˈmeɪʃ(ə)n/,n.信息,
1811,informationdesk,,/ɪnfəˈmeɪʃ(ə)ndesk/,问讯处,
1812,initial,,/ɪˈnɪʃ(ə)l/,a.开始的，最初的,
1813,injure,,/ˈɪndʒə(r)/,vt.损害，伤害,
1814,injury,,/ˈɪndʒərɪ/,n.受伤处,
1815,ink,,/ɪŋk/,n.墨水，油墨,
1816,inland,,/ˈɪnlənd，ˈɪnlænd/,a.内陆的；内地的,
1817,inn,,/ɪn/,n.小旅店；小饭店,
1818,innocent,,/ˈɪnəsənt/,a.无辜的，清白的,
1819,insect,,/ˈɪnsekt/,n.昆虫,
1820,insert,,/ɪnˈsɜːt/,vt.插入,
1821,inside,,/ɪnˈsaɪd/,prep.在…里面ad.在里面,
1822,insist,,/ɪnˈsɪst/,vi.坚持；坚决认为,
1823,inspect,,/ɪnˈspekt/,vt.检查；检验；审视,
1824,inspire,,/ɪnˈspaɪə(r)/,vt.鼓舞；激励,
1825,instant,,/ˈɪnst(ə)nt/,a.瞬间；刹那,
1826,instead,,/ɪnˈsted/,ad.代替，顶替,
1827,institute,,/ˈɪnstɪtjuːt;(US)ˈɪnstətuːt/,n.(研究)所，院，学院,
1828,institution,,/ɪnstɪˈtjuːʃ(ə)n;(US)ɪnstəˈtuːʃn/,n.(慈善、宗教等性质的)公共机构；学校,
1829,instruct,,/ɪnˈstrʌkt/,vt.通知；指示；教,
1830,instruction,,/ɪnˈstrʌkʃ(ə)n/,n.说明，须知;教导,
1831,instrument,,/ˈɪnstrʊmənt/,n.乐器;工具，器械,
1832,insurance,,/ɪnˈʃʊərəns/,n.保险,
1833,insure,,/ɪnˈʃʊə(r)/,vt.给……保险,
1834,intelligence,,/ɪnˈtelɪdʒəns/,n.智力，才智，智慧,
1835,intend,,/ɪnˈtend/,vt.想要，打算,
